,Timestamp,MatCode,Base,Length (m),Print and Dye,Stitch and Applique,Tailoring,Added expenses,Production cost,Added_to_catalogue,MatMaster
268,10/08/2023 00:13:01,PrC-41-P3,188.9952381,1.3,,279.75,0,0.0,468.7452381,1.0,
269,,CS-9-P1,72.64741078,0.85,,,0,,,,
270,,CS-9-P2,29.91363973,0.35,,,0,,,,
271,10/08/2023 01:35:39,AS-10-P2,113.0702381,0.85,,250.0,0,0.0,363.0702381,1.0,
272,10/08/2023 00:47:16,PrC-57-P2,93.5,0.85,,322.25,0,0.0,415.75,1.0,
273,,CS-9-P3,72.64741078,0.85,,,0,,,,
274,06/08/2023 13:49:28,AS-1-P1,325.0,2.5,,250.0,0,0.4761904762,575.4761905,,
275,06/08/2023 13:49:49,AS-1-P2,195.0,1.5,,150.0,0,0.4761904762,345.4761905,1.0,
276,06/08/2023 14:00:37,AS-3-P1,71.66666665,0.5,,100.0,0,0.4761904762,172.1428571,1.0,
277,06/08/2023 14:01:19,AS-4-P1,71.66666665,0.5,,100.0,0,0.4761904762,172.1428571,1.0,
278,06/08/2023 17:39:56,PrC-18-P2,128.968254,1.0,,218.0,0,0.4761904762,347.4444445,1.0,
279,06/08/2023 17:53:46,MoC-2-P3,165.8651,1.25,29.0,170.0,0,0.4761904762,365.3412905,1.0,
280,06/08/2023 18:15:19,AS-5-P2,71.66666665,0.5,,180.0,0,0.4761904762,252.1428571,1.0,
281,06/08/2023 18:27:15,PrC-13-P1,284.5416666,1.5,,130.0,0,0.4761904762,415.0178571,1.0,
282,06/08/2023 18:31:20,AS-7-P3,131.8333333,1.0,,180.0,0,0.4761904762,312.3095238,1.0,
283,06/08/2023 18:37:02,PrC-13-P2,189.6944444,1.0,,130.0,0,0.4761904762,320.1706349,1.0,
284,06/08/2023 19:09:53,MoS-6-P2,80.29066665,0.5,,200.0,0,0.4761904762,280.7668571,1.0,
285,,AS-9-P1,387.1666668,3.0,,,0,,,,
286,06/08/2023 23:06:18,PrC-26-P1,174.2351111,2.5,,150.0,0,0.4761904762,324.7113016,1.0,
287,06/08/2023 23:06:42,PrC-28-P1,174.2351111,2.5,,100.0,0,0.4761904762,274.7113016,1.0,
288,06/08/2023 23:06:50,PrC-27-P1,174.2351111,2.5,,100.0,0,0.4761904762,274.7113016,1.0,
289,06/08/2023 23:50:38,PrC-20-P1,174.2351111,2.5,,150.0,0,0.4761904762,324.7113016,1.0,
290,06/08/2023 23:50:54,PrC-21-P1,174.2351111,2.5,,100.0,0,0.4761904762,274.7113016,1.0,
291,06/08/2023 23:51:07,PrC-22-P1,174.2351111,2.5,,100.0,0,0.4761904762,274.7113016,1.0,
292,09/08/2023 00:01:41,MoS-5-P1,240.872,1.5,,180.0,0,0.0,420.872,1.0,
293,09/08/2023 02:03:01,KC-7-P1,259.7104,2.0,40.0,150.0,0,0.0,449.7104,,
294,09/08/2023 02:14:44,KC-7-P2,129.8552,1.0,20.0,150.0,0,0.0,299.8552,1.0,
295,09/08/2023 02:19:46,KC-7-P3,129.8552,1.0,20.0,100.0,0,0.0,249.8552,1.0,
296,,PrC-55-P2,106.4,0.8,,,0,,,,
297,10/08/2023 01:54:30,PrC-19-P2,154.4444444,1.2,,150.0,0,0.0,304.4444444,1.0,
298,10/08/2023 01:54:51,PrC-19-P3,70.78703704,0.55,,100.0,0,0.0,170.787037,1.0,
299,,AS-11-P1,34.20833333,0.25,,,0,,,,
300,,AS-11-P2,34.20833333,0.25,,,0,,,,
301,11/08/2023 00:20:25,AS-12-P1,171.0416666,1.25,,184.25,0,0.0,355.2916666,1.0,
302,11/08/2023 00:21:16,AS-12-P2,171.0416666,1.25,,184.25,0,0.0,355.2916666,1.0,
303,10/08/2023 20:38:23,AF-1-P1,401.4533333,2.5,,150.0,0,0.0,551.4533333,1.0,
304,10/08/2023 20:38:34,PrC-39-P1,306.6041666,2.15,,150.0,0,0.0,456.6041666,1.0,
305,10/08/2023 21:07:34,AS-8-P2,294.5416667,2.25,,150.0,0,0.0,444.5416667,1.0,
306,10/08/2023 23:26:01,PrC-60-P1,225.0,1.5,,180.0,0,0.0,405.0,1.0,
307,10/08/2023 23:26:07,PrC-60-P2,225.0,1.5,,180.0,0,0.0,405.0,1.0,
308,10/08/2023 23:52:16,PrC-15-P1,254.8376069,1.6,,340.0,0,0.0,594.8376069,1.0,
309,,PrC-14-P2,189.6944444,1.0,,,0,,,,
310,11/08/2023 00:05:53,PrC-11-P2,189.6944444,1.0,,340.0,0,0.0,529.6944444,1.0,
311,,PrC-32-P2,190.8055556,1.0,,,0,,,,
312,11/08/2023 00:22:27,AS-11-P3,273.6666666,2.0,,130.0,0,0.0,403.6666666,1.0,
313,,PrC-33-P5,158.9875225,1.0,,,0,,,,
314,,PrC-33-P6,63.595009,0.4,,,0,,,,
315,11/08/2023 13:11:23,CC-2-P1,360.0,6.5,,163.6,0,0.0,523.6,1.0,
316,11/08/2023 13:14:10,PrC-33-P7,158.9875225,1.0,,150.0,0,0.0,308.9875225,1.0,
317,11/08/2023 15:17:09,KK-2-P2,143.6904938,1.0,,0.0,0,0.0,143.6904938,,
318,11/08/2023 14:35:16,CC-1-P1,360.0,6.5,,172.0,0,0.0,532.0,1.0,
319,11/08/2023 14:36:46,KK-2-P3,143.6904938,1.0,,150.0,0,0.0,293.6904938,1.0,
320,11/08/2023 14:43:21,SC-6-P1,403.2142856,3.75,,479.8,0,0.0,883.0142856,1.0,
321,11/08/2023 15:11:39,SC-4-P1,403.2142856,3.75,,525.5,0,0.0,928.7142856,1.0,
322,,SC-5-P1,329.7142857,3.0,,,0,,,,
323,11/08/2023 15:17:22,KK-1-P2,150.5357407,1.0,,170.0,0,0.0,320.5357407,1.0,
324,,MSl-2-P2,29.92857143,0.3,,,0,,,,
325,,MSl-2-P3,29.92857143,0.3,,,0,,,,
326,11/08/2023 15:36:45,PrC-33-P8,174.8862748,1.1,,310.0,0,0.0,484.8862748,1.0,
327,11/08/2023 15:56:08,PrC-15-P2,159.2735043,1.0,,170.0,0,0.0,329.2735043,1.0,
328,,SC-9-P1,315.0142857,2.85,,,0,,,,
329,11/08/2023 15:58:53,SC-10-P1,403.2142856,3.75,,426.35,0,0.0,829.5642856,1.0,
330,11/08/2023 23:38:36,PrC-38-P1,394.1041668,2.5,,200.0,0,0.0,594.1041668,1.0,
331,12/08/2023 00:04:04,ArS-20-P1,97.85416667,1.0,,320.0,0,0.0,417.8541667,1.0,
332,12/08/2023 00:17:26,PrC-7-P2,282.6666666,2.0,,200.0,0,0.0,482.6666666,1.0,
333,12/08/2023 00:50:55,AS-3-P2,286.6666666,2.0,,250.0,0,0.0,536.6666666,1.0,
334,12/08/2023 00:51:13,AS-4-P2,286.6666666,2.0,,150.0,0,0.0,436.6666666,1.0,
335,,KC-3-P1,68.04266665,0.5,,,0,,,,
336,12/08/2023 01:31:28,PrC-4-P1,136.5333334,1.2,,318.0,0,0.0,454.5333334,1.0,
337,12/08/2023 01:42:27,ArS-5-P2,90.0,1.5,,300.0,0,0.0,390.0,1.0,
338,12/08/2023 02:34:04,CG-1-P1,309.1666667,1.5,,150.0,0,0.0,459.1666667,1.0,
339,12/08/2023 02:51:56,BT-1-P4,473.5,5.5,200.0,50.0,0,0.0,723.5,1.0,
340,12/08/2023 02:52:32,BT-4-P1,450.0,5.5,200.0,50.0,0,0.0,700.0,1.0,
341,12/08/2023 03:15:46,KC-1-P1,660.0,5.5,200.0,450.0,0,0.0,1310.0,1.0,
342,,MoC-7-P2,725.9107405,5.5,,,0,,,,
343,,PrC-40-P1,151.9270833,1.0,,,0,,,,
344,12/08/2023 03:30:23,PrC-40-P2,151.9270833,1.0,,150.0,0,0.0,301.9270833,1.0,
345,12/08/2023 03:57:09,KC-5-P4,190.2384,1.5,,150.0,0,0.0,340.2384,1.0,
346,12/08/2023 22:29:05,CA-2-P1,397.3333333,2.6,,250.0,0,0.0,647.3333333,1.0,
347,13/08/2023 08:27:54,R-11-P1,435.0562197,2.75,,534.5,0,0.0,969.5562197,1.0,
348,,R-13-P1,446.0114816,2.75,,,0,,,,
349,13/08/2023 08:36:14,R-8-P1,391.2153952,2.75,,534.5,0,0.0,925.7153952,1.0,
350,,R-10-P1,435.0562197,2.75,,,0,,,,
351,13/08/2023 08:59:02,CC-7-P1,360.0,6.5,500.0,180.0,0,0.0,1040.0,1.0,
352,09/24/2023 09:29:40,MoC-9-P3,143.9270833,1.0,,250.0,0,0.0,393.9270833,1.0,
353,09/24/2023 09:29:50,MoC-9-P4,143.9270833,1.0,,250.0,0,0.0,393.9270833,1.0,
354,24/09/2023 10:40:01,PrC-6-P3,88.95833331,0.7,,356.5,0,0.0,445.4583333,1.0,
355,,MoC-6-P1,106.4650806,0.8,,,0,,,,
356,10/06/2023 00:46:11,CaC-5-P3,204.88416,2.0,,200.0,0,0.0,404.88416,1.0,
357,10/06/2023 00:46:36,MC-12-P1,277.1111112,2.0,,200.0,0,0.0,477.1111112,1.0,
358,06/10/2023 01:27:29,CaC-5-P4,256.1052,2.5,100.0,,0,0.0,356.1052,1.0,
359,06/10/2023 01:54:20,CaC-4-P1,210.8069334,2.0,,200.0,0,0.0,410.8069334,1.0,
360,13/10/2023 00:43:08,ArS-18-P4,68.2142963,1.0,,270.0,0,0.0,338.2142963,1.0,
361,15/10/2023 17:14:49,FC-2-P1,268.3333333,2.5,160.0,250.0,0,0.0,678.3333333,1.0,
362,20/10/2023 11:04:08,PrC-47-P1,328.8045037,2.35,,150.0,0,0.0,478.8045037,1.0,
363,20/10/2023 11:04:35,PrC-47-P2,251.8502582,1.8,,130.0,0,0.0,381.8502582,1.0,
364,20/10/2023 11:13:05,AS-14-P1,303.8503401,2.3,,180.0,0,0.0,483.8503401,1.0,
365,16/11/2023 23:30:09,BT-5-P1,450.0,5.5,200.0,,0,0.0,650.0,1.0,
366,17/12/2023 16:04:53,MaC-1-P1,905.2323077,5.5,170.0,,0,,,,
367,17/12/2023 16:05:06,MaC-1-P2,164.5876923,1.0,30.0,,0,,,,
368,17/12/2023 16:14:06,CaC-12-P1,87.465,0.85,100.0,,0,,,,
369,,R-16-P1,77.3053846,0.5,,,0,,,,
370,,R-17-P1,77.3053846,0.5,,,0,,,,
371,,CaC-14-P1,164.64,1.6,,,0,,,,
372,,KC-11-P1,126.0,1.6,,,0,,,,
373,,CaC-14-P2,164.64,1.6,,,0,,,,
374,,KC-11-P2,141.75,1.8,,,0,,,,
375,31/12/2023 01:10:32,HS-9-P1,249.99999997499998,5.5,0.0,280.0,0,0.0,529.999999975,0.0,
